256800181, 2811462
287600268, 3147003
913291257, 9991363
576650178, 6309265
134323313, 1470245
255590152, 2799469
224899596, 2463592
177405316, 1943634
126400208, 1384247
94581553, 1047608
101478400, 1118866
131629714, 1433746
184050355, 2019623
172095486, 1874237
94144017, 1028809
82773146, 906952
113628832, 1235656
53450307, 593171

